#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/0864N0050.contigs.fasta	NODE_4_length_114349_cov_22.621138	62855	63274	+	fosB-Saur	1-420/420	===============	0/0	100.00	98.81	ncbi	NG_065844.1	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	FOSFOMYCIN
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/0864N0050.contigs.fasta	NODE_51_length_16816_cov_18.614491	4821	5312	-	dfrK	1-492/492	===============	0/0	100.00	100.00	ncbi	NG_047761.1	trimethoprim-resistant dihydrofolate reductase DfrK	TRIMETHOPRIM
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/0864N0050.contigs.fasta	NODE_79_length_4762_cov_1159.643899	401	1135	+	erm(C)	1-735/735	===============	0/0	100.00	100.00	ncbi	NG_047806.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	MACROLIDE
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/0864N0050.contigs.fasta	NODE_79_length_4762_cov_1159.643899	3628	4362	-	erm(C)	1-735/735	===============	0/0	100.00	100.00	ncbi	NG_047806.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	MACROLIDE
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/0864N0051.contigs.fasta	NODE_32_length_29207_cov_25.125077	27708	29060	+	tet(38)	1-1353/1353	===============	0/0	100.00	98.82	ncbi	NG_048136.1	tetracycline efflux MFS transporter Tet(38)	TETRACYCLINE
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/0864N0051.contigs.fasta	NODE_51_length_16685_cov_19.465950	4690	5181	-	dfrK	1-492/492	===============	0/0	100.00	100.00	ncbi	NG_047761.1	trimethoprim-resistant dihydrofolate reductase DfrK	TRIMETHOPRIM
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/0864N0051.contigs.fasta	NODE_5_length_114348_cov_22.204103	62854	63273	+	fosB-Saur	1-420/420	===============	0/0	100.00	98.81	ncbi	NG_065844.1	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	FOSFOMYCIN
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/0864N0051.contigs.fasta	NODE_74_length_4762_cov_904.192430	401	1135	+	erm(C)	1-735/735	===============	0/0	100.00	100.00	ncbi	NG_047806.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	MACROLIDE
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/0864N0051.contigs.fasta	NODE_74_length_4762_cov_904.192430	3628	4362	-	erm(C)	1-735/735	===============	0/0	100.00	100.00	ncbi	NG_047806.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	MACROLIDE
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/0864N0092.contigs.fasta	NODE_33_length_29798_cov_27.602721	28312	29664	+	tet(38)	1-1353/1353	===============	0/0	100.00	99.70	ncbi	NG_055984.1	tetracycline efflux MFS transporter Tet(38)	TETRACYCLINE
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/0864N0092.contigs.fasta	NODE_9_length_84652_cov_25.640400	208	627	+	fosB-Saur	1-420/420	===============	0/0	100.00	99.52	ncbi	NG_065844.1	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	FOSFOMYCIN
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/0864N0094.contigs.fasta	NODE_9_length_45205_cov_21.856880	135	1487	-	tet(38)	1-1353/1353	===============	0/0	100.00	99.19	ncbi	NG_048136.1	tetracycline efflux MFS transporter Tet(38)	TETRACYCLINE
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/1167N0019.contigs.fasta	NODE_3_length_324936_cov_86.580630	228087	229439	-	tet(38)	1-1353/1353	===============	0/0	100.00	92.76	ncbi	NG_048135.1	tetracycline efflux MFS transporter Tet(38)	TETRACYCLINE
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/1167N0019.contigs.fasta	NODE_4_length_227613_cov_73.055023	150117	150535	+	fosB-Saur	2-420/420	===============	0/0	99.76	85.20	ncbi	NG_065844.1	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	FOSFOMYCIN
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/1167N0020.contigs.fasta	NODE_1_length_894391_cov_75.062039	350335	351687	-	tet(38)	1-1353/1353	===============	0/0	100.00	99.85	ncbi	NG_048134.1	tetracycline efflux MFS transporter Tet(38)	TETRACYCLINE
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/1167N0020.contigs.fasta	NODE_4_length_165687_cov_70.035365	144729	145148	+	fosB-Saur	1-420/420	===============	0/0	100.00	99.52	ncbi	NG_065844.1	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	FOSFOMYCIN
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/1167N0020.contigs.fasta	NODE_6_length_146784_cov_52.999795	76158	77003	-	blaZ	1-846/846	===============	0/0	100.00	96.81	ncbi	NG_055999.1	penicillin-hydrolyzing class A beta-lactamase BlaZ	BETA-LACTAM
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/1167N0020.contigs.fasta	NODE_6_length_146784_cov_52.999795	77110	78867	+	blaR1	1-1758/1758	===============	0/0	100.00	93.00	ncbi	NG_047539.1	beta-lactam sensor/signal transducer BlaR1	BETA-LACTAM
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/1167N0020.contigs.fasta	NODE_6_length_146784_cov_52.999795	78857	79237	+	blaI_of_Z	1-381/381	===============	0/0	100.00	95.54	ncbi	NG_047499.1	penicillinase repressor BlaI	BETA-LACTAM
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/1167N0022.contigs.fasta	NODE_2_length_749551_cov_87.549737	348705	350057	-	tet(38)	1-1353/1353	===============	0/0	100.00	99.63	ncbi	NG_048134.1	tetracycline efflux MFS transporter Tet(38)	TETRACYCLINE
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/1167N0022.contigs.fasta	NODE_7_length_128820_cov_71.006543	218	637	+	fosB-Saur	1-420/420	===============	0/0	100.00	99.52	ncbi	NG_065844.1	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	FOSFOMYCIN
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/1167N0023.contigs.fasta	NODE_1_length_208328_cov_67.930044	153164	153582	+	fosB-Saur	2-420/420	========/======	2/2	99.52	86.91	ncbi	NG_065844.1	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	FOSFOMYCIN
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/1167N0023.contigs.fasta	NODE_34_length_19311_cov_91.533465	5344	6696	+	tet(38)	1-1353/1353	===============	0/0	100.00	94.38	ncbi	NG_048136.1	tetracycline efflux MFS transporter Tet(38)	TETRACYCLINE
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/1167N0024.contigs.fasta	NODE_1_length_281273_cov_72.378049	55176	56528	+	tet(38)	1-1353/1353	===============	0/0	100.00	94.31	ncbi	NG_048136.1	tetracycline efflux MFS transporter Tet(38)	TETRACYCLINE
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/1167N0024.contigs.fasta	NODE_7_length_83284_cov_54.257609	49636	50054	-	fosB-Saur	2-420/420	========/======	2/2	99.52	86.43	ncbi	NG_065844.1	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	FOSFOMYCIN
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/1167N0025.contigs.fasta	NODE_1_length_367531_cov_44.180766	62621	63973	+	tet(38)	1-1353/1353	===============	0/0	100.00	94.38	ncbi	NG_048136.1	tetracycline efflux MFS transporter Tet(38)	TETRACYCLINE
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/1167N0025.contigs.fasta	NODE_2_length_315397_cov_39.304418	163984	164402	-	fosB-Saur	2-420/420	========/======	2/2	99.52	86.91	ncbi	NG_065844.1	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	FOSFOMYCIN
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/1167N0026.contigs.fasta	NODE_2_length_702674_cov_59.555206	359871	361223	-	tet(38)	1-1353/1353	===============	0/0	100.00	94.01	ncbi	NG_048136.1	tetracycline efflux MFS transporter Tet(38)	TETRACYCLINE
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/1167N0026.contigs.fasta	NODE_4_length_171452_cov_50.822974	170765	171176	-	fosB-Saur	2-413/420	===============	0/0	98.10	86.89	ncbi	NG_065844.1	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	FOSFOMYCIN
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/527_01.contigs.fasta	NODE_4737_length_819_cov_2.493639	1	339	-	blaI_of_Z	1-339/381	==============.	0/0	88.98	94.98	ncbi	NG_047499.1	penicillinase repressor BlaI	BETA-LACTAM
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/527_04.contigs.fasta	NODE_2391_length_2012_cov_3.853461	191	1948	-	blaR1	1-1758/1758	===============	0/0	100.00	92.89	ncbi	NG_047539.1	beta-lactam sensor/signal transducer BlaR1	BETA-LACTAM
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/527_04.contigs.fasta	NODE_720_length_1881_cov_3.165584	130	1482	-	tet(38)	1-1353/1353	===============	0/0	100.00	100.00	ncbi	NG_048134.1	tetracycline efflux MFS transporter Tet(38)	TETRACYCLINE
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/527_05.contigs.fasta	NODE_993_length_2010_cov_3.788569	528	1880	+	tet(38)	1-1353/1353	===============	0/0	100.00	100.00	ncbi	NG_048134.1	tetracycline efflux MFS transporter Tet(38)	TETRACYCLINE
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/527_08.contigs.fasta	NODE_1353_length_18063_cov_17.969384	2564	3409	-	blaZ	1-846/846	===============	0/0	100.00	100.00	ncbi	NG_055999.1	penicillin-hydrolyzing class A beta-lactamase BlaZ	BETA-LACTAM
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/527_08.contigs.fasta	NODE_1353_length_18063_cov_17.969384	3516	5273	+	blaR1	1-1758/1758	===============	0/0	100.00	97.10	ncbi	NG_047539.1	beta-lactam sensor/signal transducer BlaR1	BETA-LACTAM
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/527_08.contigs.fasta	NODE_1353_length_18063_cov_17.969384	5263	5643	+	blaI_of_Z	1-381/381	===============	0/0	100.00	98.95	ncbi	NG_047499.1	penicillinase repressor BlaI	BETA-LACTAM
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/527_08.contigs.fasta	NODE_407_length_4003_cov_4.557683	1317	3323	+	mecA	1-2007/2007	===============	0/0	100.00	99.95	ncbi	NG_047940.1	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	METHICILLIN
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/527_08.contigs.fasta	NODE_690_length_1623_cov_4.441509	126	1478	-	tet(38)	1-1353/1353	===============	0/0	100.00	100.00	ncbi	NG_048134.1	tetracycline efflux MFS transporter Tet(38)	TETRACYCLINE
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/527_09.contigs.fasta	NODE_4224_length_2440_cov_2.649771	126	1478	-	tet(38)	1-1353/1353	===============	0/0	100.00	100.00	ncbi	NG_048134.1	tetracycline efflux MFS transporter Tet(38)	TETRACYCLINE
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/527_09.contigs.fasta	NODE_4275_length_2506_cov_38.932471	1377	2111	+	erm(C)	1-735/735	===============	0/0	100.00	100.00	ncbi	NG_047806.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	MACROLIDE
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/527_09.contigs.fasta	NODE_4579_length_4597_cov_12.444785	1012	1392	-	blaI_of_Z	1-381/381	===============	0/0	100.00	99.74	ncbi	NG_047499.1	penicillinase repressor BlaI	BETA-LACTAM
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/527_09.contigs.fasta	NODE_4579_length_4597_cov_12.444785	1382	3139	-	blaR1-2	1-1758/1758	===============	0/0	100.00	97.44	ncbi	NG_047537.1	beta-lactam sensor/signal transducer BlaR1	BETA-LACTAM
