#FILE	NUM_FOUND	adsA	aur	cap8B	cap8C	cap8D	cap8E	cap8F	cap8G	cap8H	cap8I	cap8J	cap8K	cap8L	cap8M	cap8O	cap8P	capA	capN	chp	clfA	clfB	cna	coa	eap/map	ebp	esaA	esaB	esaD	esaE	esaG	essA	essB	essC	esxA	esxB	esxC	esxD	eta	fnbA	fnbB	geh	harA	hlb	hld	hlgA	hlgB	hlgC	hly/hla	hysA	icaA	icaB	icaC	icaD	icaR	isdA	isdB	isdC	isdD	isdE	isdF	isdG	isdI	lip	lukF-PV	lukS-PV	sak	sbi	scn	sdrC	sdrD	sdrE	sea	seb	sec	seh	selk	sell	selq	set16	set17	set18	set19	set20	set21	set22	set23	set24	set25	set26	spa	srtB	sspA	sspB	sspC	tsst-1	vWbp
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/0864N0048.contigs.fasta	71	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	99.38	99.97	100.00	98.05	100.00	98.99;96.01	100.00	99.25	100.00	100.00	100.00	100.00	100.00	.	.	.	100.00	99.55	99.16	100.00	100.00	99.90	100.00	100.00	98.65	100.00	100.00	100.00	100.00	100.00	100.00	99.85	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.37	.	.	92.54	.	.	.	.	.	.	.	.	.	.	.	99.27	99.86	100.00	80.59	100.00	100.00	100.00	100.00	99.86	100.00	.	.	100.00	99.09	100.00	100.00	.	100.00
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/0864N0049.contigs.fasta	71	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	99.38	99.97	100.00	98.05	100.00	100.00;95.81;95.61	100.00	99.25	100.00	100.00	100.00	100.00	100.00	.	.	.	100.00	99.55	99.16	100.00	100.00	99.90	100.00	100.00	98.65	100.00	100.00	100.00	100.00	100.00	100.00	99.85	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.37	.	.	92.54	.	.	.	.	.	.	.	.	.	.	.	99.27	99.86	84.13	80.59	100.00	100.00	100.00	100.00	99.86	100.00	.	.	100.00	99.09	100.00	100.00	.	100.00
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/0864N0050.contigs.fasta	70	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	99.38	99.97	100.00	98.05	100.00	98.99;100.00;97.60;95.61	100.00	99.25	100.00	100.00	100.00	100.00	100.00	.	.	.	100.00	99.55	99.16	100.00	100.00	99.90	100.00	100.00	98.65	100.00	100.00	100.00	100.00	100.00	100.00	99.85	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.37	.	.	92.54	.	.	.	.	.	.	.	.	.	.	.	99.27	99.86	100.00	.	100.00	100.00	100.00	100.00	99.86	100.00	.	.	100.00	99.09	100.00	100.00	.	100.00
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/0864N0051.contigs.fasta	72	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	80.53	99.38	99.97	100.00	98.05	100.00	97.01;96.01	100.00	99.25	100.00	100.00	100.00	100.00	100.00	.	.	.	100.00	99.55	99.16	100.00	100.00	99.90	100.00	100.00	98.65	100.00	100.00	100.00	100.00	100.00	100.00	99.85	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.37	.	.	92.54	.	.	.	.	.	.	.	.	.	.	.	99.27	99.86	100.00	80.59	100.00	100.00	100.00	100.00	99.86	100.00	.	.	100.00	99.09	100.00	100.00	.	100.00
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/0864N0092.contigs.fasta	69	100.00	100.00	100.00	100.00	99.95	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	99.94	100.00	100.00	100.00	.	.	99.59;100.00;100.00	100.00	100.00	.	100.00	.	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	99.38	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.37	.	100.00	99.77	100.00	.	.	.	99.74	.	.	.	.	.	.	99.41	100.00	100.00	80.38	100.00	.	99.86	100.00	99.71	100.00	.	.	100.00	100.00	100.00	100.00	.	99.15
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/0864N0094.contigs.fasta	61	100.00	100.00	100.00	99.87	99.78	100.00	100.00	100.00	100.00	99.93	100.00	100.00	100.00	100.00	99.76	100.00	100.00	100.00	.	.	.	.	.	.	.	100.00	100.00	99.78	100.00	97.41	100.00	99.70	100.00	.	100.00	100.00	100.00	.	.	.	99.81	94.27	99.16	100.00	.	100.00	100.00	100.00	98.16	98.47	100.00	100.00	100.00	100.00	99.91	97.52	100.00	100.00	96.36	100.00	100.00	100.00	99.56	98.27	.	.	97.72	.	.	.	.	.	.	.	.	.	.	.	99.56	100.00	.	.	.	.	.	.	.	100.00	.	.	100.00	100.00	100.00	100.00	.	84.35
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/1167N0019.contigs.fasta	53	99.74	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.92	100.00	100.00	99.76	98.95	100.00	100.00	.	.	95.93	.	.	80.36	.	100.00	100.00	.	.	96.81	100.00	100.00	.	100.00	.	.	.	.	98.85	99.40	.	.	98.92	100.00	100.00	99.90	100.00	100.00	98.49	100.00	100.00	100.00	100.00	99.64	.	96.23	99.71	98.70	99.89	.	100.00	100.00	98.24	.	.	.	100.00	.	93.48	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	98.68	100.00	100.00	.	.
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/1167N0020.contigs.fasta	70	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	82.54	.	100.00	97.74	99.71	100.00	100.00	100.00	99.95	100.00	98.98;100.00;100.00;100.00;96.81;100.00;100.00;98.99;97.60	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	91.70	97.85	100.00	99.52	99.16	100.00	100.00	100.00	99.89	100.00	99.43	100.00	100.00	100.00	100.00	100.00	100.00	99.38	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.37	.	.	97.11	.	.	99.18	.	.	.	.	.	.	.	.	99.41	100.00	100.00	.	.	.	.	.	.	.	.	.	100.00	98.17	100.00	100.00	.	.
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/1167N0022.contigs.fasta	63	100.00	99.93	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	82.54	.	.	93.48	99.89	98.56	100.00	100.00	100.00	100.00	99.39;100.00;100.00;100.00;94.41;100.00;100.00;98.99;97.60	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	88.94	.	100.00	99.55	99.16	100.00	100.00	100.00	100.00	.	99.02	100.00	100.00	100.00	100.00	100.00	100.00	99.38	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.37	.	.	97.11	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.90	99.92	100.00	.	.
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/1167N0023.contigs.fasta	54	100.00	100.00	100.00	100.00	99.89	100.00	100.00	100.00	.	.	.	.	99.59	100.00	99.52	98.95	100.00	100.00	.	.	.	.	.	.	.	100.00	100.00	98.05	100.00	96.81;100.00;97.80	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	86.98	90.89	97.88	.	98.92	100.00	99.89	100.00	100.00	.	97.83	100.00	100.00	100.00	100.00	99.64	98.58	95.82	99.71	98.51	99.89	.	100.00	100.00	99.80	.	.	.	100.00	.	87.76	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.32	100.00	99.92	.	.	.
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/1167N0024.contigs.fasta	57	100.00	100.00	100.00	100.00	99.89	100.00	100.00	100.00	100.00	100.00	100.00	98.55	99.67	100.00	99.52	98.95	100.00	100.00	.	.	.	.	.	.	.	100.00	100.00	.	.	97.80;100.00;100.00;97.80;100.00;100.00;100.00;100.00	100.00	100.00	.	100.00	.	.	.	.	97.93	99.40	97.59	.	98.92	100.00	100.00	100.00	100.00	100.00	98.69	100.00	.	100.00	99.67	99.64	98.58	95.82	99.71	98.51	99.89	100.00	100.00	100.00	99.80	.	.	.	99.54	.	97.25	.	.	.	.	.	.	.	.	.	99.56	100.00	84.50	.	100.00	.	99.86	.	.	.	.	.	99.32	100.00	99.92	.	.	.
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/1167N0025.contigs.fasta	57	98.97	100.00	100.00	100.00	99.89	100.00	100.00	100.00	100.00	100.00	100.00	98.55	99.67	100.00	99.52	98.95	100.00	100.00	.	82.15	88.03	.	.	.	.	100.00	100.00	99.02	100.00	96.81;100.00;96.81;100.00;99.59	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	97.30	.	98.92	100.00	100.00	100.00	99.58	.	98.45	100.00	100.00	100.00	100.00	99.64	98.58	95.82	99.71	98.51	99.89	100.00	100.00	100.00	99.80	.	.	.	99.77	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.32	100.00	99.92	.	.	.
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/1167N0026.contigs.fasta	67	100.00	100.00	100.00	100.00	99.89	100.00	100.00	100.00	100.00	100.00	100.00	98.55	99.50	100.00	99.52	98.95	100.00	100.00	.	81.52	80.47	.	96.16	.	.	100.00	100.00	96.86	100.00	99.59;100.00;100.00;100.00;95.61;99.20	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	99.51	97.85	97.59	.	98.92	100.00	100.00	100.00	99.58	.	98.20	100.00	100.00	100.00	100.00	99.64	98.58	95.82	99.71	98.24	99.89	.	100.00	100.00	99.80	.	.	.	100.00	.	.	.	.	99.74	.	.	.	.	.	.	99.56	100.00	82.54	.	100.00	.	99.86	.	.	100.00	.	100.00	99.32	96.65	99.92	.	.	.
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/527_01.contigs.fasta	14	.	.	100.00	99.35	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	100.00	.	100.00	.	.	.	.	85.71	.	81.68	.	.	.	.	82.44	.	.	.	.	.	.	.	.	.	.	88.98	.	83.42	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	83.40	.	.	.	.	.	.	.	100.00	.	.
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/527_04.contigs.fasta	30	.	.	96.65	99.48	.	.	.	100.00	.	.	.	.	.	100.00	.	.	100.00	100.00	.	.	.	.	.	.	.	.	100.00	.	81.93	.	100.00	100.00	.	100.00	100.00	100.00	100.00	.	.	.	.	.	.	89.63	.	.	.	.	.	.	.	100.00	.	100.00	94.97	.	100.00	100.00	.	100.00	100.00	100.00	.	.	.	.	99.92	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	99.86	83.40	82.98	.	.	.	100.00	.	.	100.00	.	.
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/527_05.contigs.fasta	45	.	100.00	100.00	99.48	100.00	100.00	100.00	93.33	.	.	.	.	100.00	100.00	.	.	100.00	100.00	.	.	.	.	.	.	100.00	.	100.00	.	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	.	.	.	100.00	.	.	100.00	.	.	.	100.00	.	100.00	100.00	100.00	100.00	.	83.76	.	91.37	100.00	100.00	98.34	100.00	100.00	100.00	.	.	.	99.92	.	.	.	.	.	.	.	.	.	.	.	81.79	100.00	.	.	100.00	.	99.86	83.98	84.69	100.00	.	.	100.00	.	100.00	.	.	.
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/527_08.contigs.fasta	51	.	100.00	100.00	99.74	.	82.12	88.65	100.00	.	.	.	.	100.00	100.00	100.00	.	100.00	100.00	.	.	.	.	.	.	.	100.00	100.00	98.05	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	100.00	.	100.00	100.00	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	88.60	.	84.94	100.00	100.00	100.00	100.00	100.00	100.00	.	.	100.00	99.92	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	100.00	.	99.86	100.00	.	100.00	.	.	100.00	100.00	100.00	100.00	.	.
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/527_09.contigs.fasta	22	.	.	.	100.00	.	.	.	94.76	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	100.00	.	85.93	.	.	.	.	100.00	85.40	.	100.00	.	.	.	.	.	95.31	100.00	.	.	.	.	.	.	94.04	84.71	.	83.78	.	.	.	.	.	88.82	.	100.00	.	.	.	100.00	.	100.00	.	.	.	.	.	.	.	.	.	.	99.41	.	.	.	100.00	.	.	.	83.12	.	.	.	93.74	.	.	100.00	.	.
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/527_11_s_1.contigs.fasta	13	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	85.63	.	.	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	94.13	.	.	.	.	.	.	83.40	.	.	.	.	82.04	.	.	.	.	.
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/612_106.contigs.fasta	74	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	100.00	96.86	100.00	99.59;98.80	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	100.00	99.55	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	99.38	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00;98.37	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	99.41	100.00	.	97.36	100.00	98.71	99.86	100.00	98.00	100.00	99.28	.	100.00	100.00	100.00	100.00	.	98.62
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/612_111.contigs.fasta	71	100.00	100.00	99.85	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	88.26	100.00	100.00	100.00	.	.	96.57	100.00	100.00	.	100.00	.	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.53	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.37	.	100.00	99.77	100.00	.	.	.	100.00	.	.	.	100.00	.	100.00	98.97	100.00	84.87	97.47	100.00	98.57	100.00	100.00	99.86	100.00	.	.	100.00	100.00	100.00	100.00	.	100.00
